Id,SalePrice
2658,194668.69188739144
2718,171486.59010874084
2414,189346.6354755928
1989,157584.51236519276
625,176084.7846566794
333,124274.20085764141
1327,151068.9809711698
858,184663.3377730423
95,195510.00345203184
1568,156013.45298942376
2482,170436.07612870552
1364,295371.7287569644
2584,159581.900379527
818,309134.6897938611
2673,120847.85336944218
2089,133521.53788731023
1297,268322.90066106844
790,83845.77931915788
2616,208774.57870888882
720,286528.9395865612
222,64943.011328519045
557,175285.02040347309
1148,209698.70635794327
2766,212738.7105200959
534,233044.92079556562
1452,113986.19343447284
630,164815.57468010855
2648,194995.62905850043
125,63747.34936378233
1904,71251.45216182517
1670,117040.33238675169
756,241105.70192750808
717,273988.3852184865
1032,120110.0783938408
852,205627.3985955625
1731,176292.29987100617
2639,198272.54676130056
2071,89963.79862150428
1267,113256.10775668523
1851,186242.2639203858
567,203239.19612443307
2439,257416.7257589192
1898,195845.71082768784
647,171631.83900631213
2256,219641.77618247317
979,150128.21108100162
1444,213542.44510990626
2485,148830.65678960935
157,110436.96864509732
88,133170.24680071924
2003,118974.60934216986
186,256553.36481513796
1425,247605.72959583957
2695,265948.4228264542
738,173089.15913511245
395,147260.01189527428
1353,94895.67913322132
1878,116890.63402114177
390,217641.47456515257
1456,239941.96290575308
1103,262940.279782894
1387,103195.97541978884
2070,155856.06523027737
1199,180844.60398527526
2479,148094.72234481925
501,352376.70282019814
2362,164384.6809136428
1718,169140.52970872924
2188,141436.403206891
1483,161158.93555197894
2557,64015.4054341186
437,312375.97207711544
2224,257008.57892200307
1628,237357.12966441317
397,123860.45844090187
587,212456.81558192195
971,180345.52097454292
2611,139731.1752166479
1887,93986.11791669983
2399,306001.3067292419
2148,206518.1326774563
304,236311.41253529937
1997,133991.04492338054
2817,101359.80540622142
1431,210901.63195610716
427,282449.85245975235
263,83553.03569509061
598,175716.86799594312
2895,295306.73795653856
687,212616.5898061667
1822,138989.89737666343
2191,60607.368832450506
179,201222.52437542749
1009,214869.98442301236
2010,87988.00272467491
1991,154406.77453874942
1411,89060.7631209052
1721,219397.63320492138
1144,192563.4558282866
593,212545.41176662187
575,271571.05339369364
1249,206654.47167701382
1604,144278.64059263695
1064,323093.65782093245
1923,185400.59862399776
1988,131680.89857404196
2325,171445.1858171512
114,190144.69060494457
2700,211238.15437829716
217,130939.88715331786
343,196598.07337035658
386,242589.42086823843
2005,182995.41765169046
2908,158430.50304536606
1814,209173.84141039394
2446,376422.0126021057
208,152668.9351080616
1679,158513.63632790305
822,255663.54446846162
6,175599.94401596006
1781,295764.8178437877
2397,263344.8330223844
2340,260217.50390597808
1618,232406.02309863784
2843,190289.42804557408
1061,281159.6593216029
2786,126661.01995781623
1935,123837.12177763667
1341,104497.22142163414
521,265642.8491883143
2136,98493.84222945043
996,175855.03688751455
227,110690.45196634244
135,143187.4889125242
1167,167458.3153376057
294,160381.06442674296
1776,188999.20126263693
540,205674.02495654384
1717,161012.8701978636
2303,92829.32895937678
116,184582.46513642473
127,102819.64503703757
1371,250345.10748239164
1014,254988.4824925937
1507,132705.96050106984
702,239658.09389229596
750,188228.9390904179
261,168196.24169493662
1559,223948.97665805655
577,238520.36632366318
2812,249050.11980602113
2080,136069.11631723048
1368,198872.36946633057
2376,89191.21750545537
659,138693.46520211775
1235,124135.93494536362
332,140491.69887569416
1917,131777.97267364725
2094,267670.0519173556
1460,262768.1477724542
1471,180942.27039157445
1509,122430.84588237354
1922,167566.86764973428
433,314686.7216466083
460,244659.08090282374
1116,258392.38045354135
1137,182585.33715576513
53,175812.9124775952
2354,235722.55934281074
1475,188310.52781343786
1761,398144.8649621512
842,116690.3029722923
2739,121156.1980815113
2509,169884.92662856483
1007,258221.92763413338
2610,153908.20886840206
1952,139032.62031645875
2719,171240.90149777159
2921,103499.38358004535
1966,121785.0524675552
292,191845.76283234416
1204,183970.01465348716
1829,249861.19648809126
2419,182447.83973824081
391,153852.1143299255
798,105832.53899647777
481,199791.90942905296
193,229769.58402762288
555,71887.79095628517
899,132421.54430189732
2357,140807.72644207242
328,126912.25905696789
1356,91532.65803778998
1154,136950.56969361167
1730,192160.5158277008
2249,158493.97239439838
1119,268628.1809287998
2856,178820.0183290377
1394,114395.18109454916
2587,90983.7276978059
61,382421.3287717011
2661,267116.86552949535
2711,103509.50978184828
1147,234811.86353021866
757,285098.32313594525
2623,99595.25073731298
2378,158709.66277024845
1413,148912.0889803198
1722,229364.3365578962
1112,266540.9338888162
1623,181829.88796175586
1201,198912.3134730031
1513,115242.42185159179
957,226990.86524849175
1171,230450.603925188
1145,241288.5483609075
2726,192062.9592717004
703,231125.20318826786
760,227118.005521147
1964,144101.30929687398
2512,245831.11237014353
159,150583.87031529064
1281,191321.01957854515
468,209307.32416215417
290,209177.670048538
665,159032.39848629426
1463,295090.20709601254
1792,220310.06684950873
923,150579.26861026688
500,287910.77869908867
1408,132010.2150467861
331,127286.38500188472
170,227382.65852124817
2192,73140.33238794023
2571,239252.70414795663
2314,259604.14469796763
2647,132668.82004501886
422,377029.70543214324
2457,357278.8987095917
1838,245055.39976845798
2805,205752.18177813268
1645,162656.57878748458
1711,276367.79176271096
2825,300744.09097295476
322,278244.18665703957
2103,248192.8706870877
342,132946.58004235913
600,64767.88525430544
488,193770.09504018168
1725,245255.82034239545
2246,288335.1980053471
2847,206807.2726563481
806,232324.97733183127
530,226800.41503293137
963,218430.26128034858
2678,104859.28099105325
171,252371.68371123326
2401,366277.57792881713
805,209650.44549374047
2259,179338.95549595208
1748,231961.97236608874
1361,247197.84295468262
1677,139245.5116194521
1406,164137.07207889573
2322,294745.8661688993
688,215278.68107541365
143,87743.06339614927
804,210403.0992711677
1214,148903.64552056475
2828,121979.58910681886
1999,280243.3067947754
2467,207928.02335640584
2665,254913.81585347926
1538,260482.89177582343
398,90732.35166347853
2822,130186.20636840376
2157,155227.94911690347
1856,229897.53166438162
1269,159179.58267224964
2570,84507.62108663915
2320,314610.79308853333
1517,205530.5953418978
2304,100887.55008724214
1312,217546.18236997118
2012,135949.7079011802
506,295690.8917551385
2865,200648.11157409495
2367,141377.0212023197
554,160271.29221042123
238,107594.33329762686
1954,105234.88277599047
2488,172120.78120987263
2291,59048.791346095706
1969,163487.7732048472
2725,238876.39846868181
1482,165121.22981738255
2763,206215.42246139585
503,236868.34834120524
1584,225033.84070413146
1531,247280.25143141043
2210,205770.15863937407
459,245864.395965277
556,135531.45680435468
1347,182621.761183989
1290,146883.16870054457
1388,128870.84456584789
1571,214149.61963348914
2754,197350.01414271278
765,124315.60598180623
2494,135498.31370482186
2870,186732.8088910025
7,198456.05110597756
1114,241661.6137008336
2418,280803.9033446335
291,235529.56784232488
18,309179.60073052335
39,255389.08360435994
1001,272314.61468346446
2442,222648.3205728523
616,185740.17926488837
2680,126291.60244598503
1414,84863.3768214754
289,162283.3016578197
40,282327.7950589052
860,136024.121610592
409,144978.402575013
673,117808.48074154649
2427,163576.83676381936
2036,327706.8933298858
2564,129451.16776514973
642,186501.62975151872
1008,170533.10900789913
1908,213927.51466646357
2519,226940.12901466628
1369,279666.4844162939
2855,159216.28782773617
712,90729.87670618747
1943,149754.84942876152
1958,149368.2025658027
107,206672.2528494505
2295,182497.58070709478
704,184701.19747342882
676,150311.08717754507
259,177726.76663616372
93,261701.79570175483
106,236374.96954142553
2315,172684.45638022074
1050,101641.52971054088
1095,198177.63014195772
2709,144023.04937460655
758,279071.5799963114
1496,132041.54565189392
2370,138681.93558523856
2458,294562.0463015882
2733,136279.15383093362
161,233248.05236137123
726,192284.98879783347
845,183269.87766963663
947,214371.44524668826
2232,301629.50997279264
2563,111793.64767933241
2299,126992.1335480818
211,118004.56852566438
605,219663.07410542126
1478,232154.13254213452
2247,298480.3703939918
2274,195200.2273524015
2869,201027.39996525864
967,263297.4722091994
2656,87499.21364910627
667,299614.1256708311
1042,137314.5097406365
2023,117574.49065587416
2447,313885.26780871826
2055,98858.62803951897
2275,299014.8989043325
2204,204053.80380212486
1563,284199.081262705
483,204545.8273398126
796,127718.85070026036
1526,161876.73510218385
2042,173748.57055726706
442,316892.07196354744
1693,271067.3909713143
1468,185245.82717556902
1430,211116.7525849234
2605,294815.7962575109
1529,209119.66074145172
335,191803.84746905492
1287,204263.4925528689
31,129640.72715802427
1785,239075.15124547447
82,149692.7386635531
2620,126121.69948496736
252,238146.0278838361
721,143077.20685680144
2165,179967.2326552045
2316,225424.6470387807
775,176769.08074304508
1558,295458.0875200549
17,197026.81432773249
1022,225470.69482113235
925,166536.08610896362
438,251932.81357803044
1270,99196.96118464149
1272,106153.02355178415
215,233257.12755685608
266,275231.8372363786
2402,225654.4657284867
1250,163374.1288631797
1984,168333.6456588441
1279,101863.73188189186
377,224278.28785624664
1252,182124.89029960125
2156,251687.33909377304
499,356273.7951809764
1374,130309.2069564311
2898,289469.42248462344
401,159160.02148374205
2721,184297.77873618377
2078,294018.40531580104
2589,70764.77908376415
1946,249812.55927965223
1334,109579.98433868053
2781,277436.14211657405
431,287657.7048018416
576,229235.63111804888
1474,210324.63098367106
2254,147932.1397764967
2155,309094.8335218283
885,105129.50946392378
643,179614.70146127784
1944,132674.01616042035
480,166936.75979473713
2845,147942.57297877726
2387,311661.5796387502
2407,201807.86380968534
2527,237475.64663898048
2514,232129.43160153218
629,262237.5973799984
80,250333.99883508094
1876,181680.7984023292
1546,254122.12677587834
2518,227841.33488795176
2347,174586.66069850064
783,152420.52045158387
1322,161487.50121514604
194,50037.094209893374
1770,280024.07657603465
2143,119563.07662850778
1229,172884.53528930742
511,255310.69508073563
46,197135.51704498433
1348,223593.50691365462
2465,196526.0856486437
387,276033.81861971633
873,195427.8203757959
1918,115599.15766226588
2764,221119.0802724235
2184,105589.94015300667
934,94241.81532962299
1920,124473.83665364922
2631,173968.82751995279
1768,427206.5630579466
2040,224412.49663910642
1749,192730.0073302663
834,283016.7631740776
1457,237074.80528760917
79,100401.36385146723
2302,147250.79200833532
1817,125752.43273594859
2755,208408.34251556903
359,172111.66217749642
2059,72027.51228469872
2092,254912.32613302674
2516,216306.2649590854
150,113074.468722942
1656,56934.61666608231
83,158329.52009678906
2411,184115.0929954111
795,114859.37099638989
2312,261750.41350626125
2917,109793.73214546447
1624,183415.62986972806
2215,265861.63293616177
1211,140952.15672710293
1485,195978.13586932304
1024,199235.46195545472
570,198336.06032697592
2874,237013.103730043
700,248081.01088704896
2756,184300.61813291255
2022,137681.95535233789
583,250760.27533547155
2392,306059.995629644
2424,224291.28696109366
212,202208.2565035781
736,192363.72271640482
1610,176311.58181361906
890,102229.26382223722
467,233080.51382230493
578,332138.6674659329
1747,202421.07729702807
1149,172771.50122206227
2758,252016.43178733133
857,98206.78225540511
2219,343856.4929186187
733,104652.53324106579
2909,135613.67688138725
1798,258857.74092184484
235,116757.17695044103
2366,185800.22404575587
1027,145669.14301891066
1195,149127.399364117
1303,75628.43656292328
148,135963.23979519308
608,133973.54838907503
2515,211834.7418274692
821,252159.54623269572
2500,306959.4155031377
745,102177.53873587825
741,163060.65642033034
1611,294549.7093322094
2532,98445.63919973299
1081,214593.67238921215
1692,285529.32887101365
2520,200599.80335868
276,159393.59902207027
1992,136321.16913589812
663,109302.16378301397
418,143674.11632744654
1733,179424.42374092556
2359,98330.59975204298
253,201152.5894245377
1518,222090.40429410772
2035,260939.80020362872
2919,100220.99236471807
1540,227395.41877228918
2120,242327.91952281518
1674,200726.42128415775
256,104543.11082199038
2361,101040.86768352572
978,95527.50131006975
2280,186464.98159824524
2095,215179.65004585602
1709,268339.0951570048
2801,250384.61389775242
1246,70735.72962791243
2373,137915.50717872393
1055,251869.63112663568
2017,122226.34153632353
1099,278121.6803673882
1344,130205.97309691881
835,274439.1197888305
1117,249082.61353820618
2043,136261.65020529338
2085,163184.1461072475
410,223844.768814725
2650,151089.61905113107
2867,131883.87846574024
1668,117358.18805655821
1161,193116.6084571788
2122,162677.70461668345
2539,106546.19070209752
1047,144479.90552720532
1445,104182.15806421777
541,171771.3712441231
569,209837.6013151877
1276,212732.5559625851
918,112127.02641395753
326,179314.65112121328
1936,132208.60506262057
895,80034.41694954308
257,99395.43768966722
1241,161118.2599708428
1545,215770.0272040172
1189,138550.97512691058
270,155650.67807506584
2066,244368.5349192226
693,194428.53306053558
1259,174132.98340510688
2916,112806.20117740013
2321,301072.64918474713
1977,158482.53141330028
1895,110854.34995083645
1240,167258.8710135243
85,127070.23659344553
1823,168391.13737097563
825,260447.07724324358
110,212740.55888929305
697,93706.72948045752
2297,66358.3580970986
1231,75321.77589645336
1355,130431.48800927191
968,275592.6338295261
584,275463.1036919053
1315,258456.65947246205
1606,127508.52041085582
206,328827.9146360298
1685,292764.11300113506
2016,105050.94851056741
869,251996.29238342217
2135,117289.48960899362
2346,215142.48179981034
2430,217407.48352292037
2198,82726.47031628934
2652,145267.36636004582
27,117446.9375510207
241,196661.09360592213
906,204193.45131546515
1506,117767.54470565288
2098,312806.5992507365
1435,176551.0036684036
2213,243238.14933703636
1274,103782.70042107985
743,129892.33151270502
1737,159698.25705835974
2797,251957.947639008
2185,167647.266601785
58,175468.8839285598
830,186847.56013674682
808,161133.02189340082
680,98482.00033921031
1153,136288.5461536644
1291,177208.27616889443
1818,234141.39272522225
2161,191090.5356484486
1883,125660.78389425151
350,292364.74851018237
2473,175284.4391076732
295,172859.31797520875
293,243060.38538664908
859,156149.31829195266
288,81827.74314773176
1578,141984.17424527847
102,261222.01536452828
2831,212259.53891009043
1030,116145.68466064757
2551,101271.74900443552
1286,224489.3067038075
958,287754.357211155
776,126632.74556922083
72,241867.4363721547
2263,242399.0075595176
1866,137938.56603771978
2876,179115.1567019205
2146,248740.78085724148
103,240612.81498069564
1500,129748.2262239861
492,248406.62644186895
167,172441.79343649157
2597,84985.0001078232
2685,123437.81897576465
1035,183136.10020619066
1220,144095.48163469066
2602,208572.16634843752
2159,210653.08878049027
695,176641.14773425943
1109,248873.88549138122
640,161166.2014000773
1652,181808.99096322496
2090,209880.2649128365
1188,120285.55985272986
2345,258168.5849299066
1059,289130.2739922627
2751,257037.3995772928
128,188582.59490509293
1523,214688.31423243613
2925,160401.4924840853
2145,263860.3282020423
1121,203938.0054719073
566,242550.29505871524
565,160501.27240833893
1331,161787.68837149523
2928,113950.99184974718
156,51757.246425286285
797,168403.1786406389
327,126043.57114694346
2859,155253.5076207671
1453,81779.68599148898
1762,311974.0229433921
1868,247172.54734688078
1760,180201.28619457418
1113,259033.23042734573
1812,251336.4129420666
117,104110.55528998426
1142,197264.71540973824
2342,294814.3250095173
927,72927.65631234678
2478,161257.77858416515
655,83266.79325317821
2064,100699.8324199323
369,222889.12850591957
2239,227193.0879608376
2732,188525.66956623085
1653,172530.33703912585
959,244949.884800288
2395,251843.27379256688
1412,111091.18523394864
271,330367.85528942477
1484,167561.36009426447
1497,128060.9017439195
552,210139.16186971456
2,112482.59919683328
1855,293788.2907200812
4,281660.12278922054
2292,200522.69636317392
134,128411.61951544459
646,113624.22734728987
42,299330.018402749
532,199920.44143980637
713,168550.18576165565
2561,114123.48880287765
2360,146607.16392695397
1333,128778.96558267035
1407,243813.44784816838
2892,272420.8702785742
574,211583.59867624048
1227,124659.53258463775
2591,269907.6398110302
1476,194869.52026221855
1125,279719.2856444287
1446,135492.72432508253
408,132142.86555518198
1101,313262.1609695583
2251,200669.46790938266
373,167309.99048914883
2554,76260.59213015862
2382,281069.12146407354
1985,99167.35567828541
519,199322.6237786028
1093,195792.76007993455
864,227403.02988428494
2889,126113.43627278478
2308,231614.12441484493
986,130445.413258023
1302,222714.1628194477
585,218894.15477554745
2708,120241.32380489632
147,128481.68760624074
1441,199279.17841206878
383,198095.81694763925
285,150869.89460524352
181,158519.9263122274
358,229748.45364664498
780,168768.1712472531
258,202643.7529143962
1865,215897.20911632472
692,210688.87583920674
2902,275440.3681216383
508,262586.3957188758
2638,181831.53771736307
36,160563.42965610852
611,133339.19069319728
2281,133705.5619137906
1678,138738.7728155587
1696,299699.09333855397
1557,255460.93694011692
2180,155116.6922147306
1726,223489.18924924138
951,102111.04541595039
267,231629.5002779283
2706,134611.5491276703
2221,225133.00377222514
1357,175050.92576568722
2901,322682.06621438114
347,184250.43184004378
2164,219214.6441950606
1586,297099.64428550005
360,159881.91711768362
1769,254143.02841247583
2617,220052.8064071401
1879,136917.95471546566
991,241023.63262787162
1535,156538.91525439435
1191,194997.2882118153
1579,264858.6899814687
1882,155675.3893388999
1510,128317.69173921779
2196,224638.53154654228
1845,214931.91919828297
2336,368958.94162040425
942,196757.09439768543
861,51777.786766182195
2555,93534.16274023944
1392,108116.56332933609
2099,248115.9558702732
1543,161924.53697220745
948,277748.5498711119
1239,146415.080041188
22,142068.27509468794
2796,238609.0152144119
2747,174112.8528242958
92,298745.319821329
210,168876.27134176245
1858,189480.07545497216
2228,170961.1806476719
447,206422.53749422551
827,231800.93338059713
1649,228211.85484257067
682,128154.33784541608
2698,274280.9826487881
494,175427.80319118476
214,165260.95544675493
2441,254604.85794054958
2679,126465.36147904556
1336,172598.07888919165
465,222013.39216517075
1524,145656.0503844534
2543,168359.2243682478
631,127799.90855941465
2452,216379.40330563937
228,202347.29781453972
126,164847.96395151882
1092,206747.7236900952
1122,188901.0041575974
932,214056.87645055863
1980,103244.60768335099
2171,129970.23508392551
551,176272.20187119045
2768,179074.44126511927
2056,89181.67424782869
1159,286872.49300680694
2645,221577.2933394423
1174,179757.67138031064
2266,218107.72587682825
2462,350484.783222597
1219,143265.49432226966
2922,156916.00138224894
118,144781.3895216502
474,198189.73540056898
2576,147370.73342050443
872,225785.58098613468
1077,233246.67360447475
1536,163878.87077295544
1150,142995.1848698212
2341,230757.52218217848
1931,134304.04774118512
2785,105400.54066028912
2538,117588.14927287214
597,207944.6470795856
464,181501.39627463062
233,183668.8756179044
2169,119958.61518315814
2123,133029.82719895217
1867,194837.52903510857
137,224149.9162123379
515,211487.34992712722
933,114784.85366877312
2784,195321.19667990756
972,238535.56279203153
599,162619.24426758286
2614,121809.1075210333
2582,182460.4090285555
1409,151305.12780204564
175,150125.6404742558
352,218270.71043360533
976,57988.81351204238
2134,202828.55969818658
984,156406.7397491382
2396,278330.5975775313
1673,155249.8238622524
404,181663.69551176077
607,100826.37195101562
814,151799.70824617645
868,207474.7161177942
2271,206493.93207615387
1633,280594.92064752924
337,212002.19421778488
2765,145911.0696237945
1746,272531.36640067946
368,277100.1888874166
2806,194628.8346589964
1662,193897.89374853778
1234,158111.63469919626
1373,140223.81944050646
1672,108367.18170791565
1939,89044.65522721397
